Name	number_unique_genes	number_multiple_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_missing_genes
Nitrosarchaeum_limnium_SFB1_renamed	105	4	13	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,TIGR00458,TIGR00134,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR02236,TIGR03653,TIGR02389,TIGR03673
AAA007-N19_renamed	76	2	44	PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04104.9,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR03677,TIGR00458,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR00501,TIGR00729,TIGR03628,TIGR00521,TIGR03671,TIGR00240,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR00336,TIGR02651,TIGR00323,TIGR00134,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00549,TIGR00432,TIGR00324,TIGR00337,TIGR01018,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,PF04919.7	PF01868.11,PF01282.14,PF01984.15,PF00410.14,PF01864.12,PF00900.15,TIGR00468,TIGR03627,TIGR00490,TIGR03636,TIGR03722,TIGR00291,TIGR03629,TIGR03672,TIGR03684,TIGR01213,TIGR01080,TIGR01038,TIGR00270,TIGR01028,TIGR02390,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR03674,TIGR02236,TIGR03683,TIGR00422,TIGR00398,TIGR00456,TIGR00408,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR00936,TIGR03653,TIGR02389,TIGR03673,TIGR00373,TIGR01008
Nitrosomarinus_catalina_strain_SPOT01_renamed	106	4	12	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR02258,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
Nitrosoarchaeum_sp_BD3_renamed	103	5	14	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00670,TIGR00064,TIGR00021,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF00368.13,PF13685.1,TIGR00458,TIGR00291,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR00270,TIGR03628,TIGR03653,TIGR02389,TIGR03673
Nitrosotalea_bavarica_SbT1_renamed	105	4	13	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,TIGR00458,TIGR00336,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR03626,TIGR03653,TIGR02389,TIGR03673
Nitrosopelagicus_brevis_U25_renamed	108	3	11	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03722,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,TIGR00324	PF01282.14,PF01864.12,PF01194.12,TIGR03627,TIGR03636,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR02389,TIGR03673
Thaumarchaeota_archaeon_UBA183_renamed	66	6	50	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF02978.14,PF04919.7,PF01984.15,PF07541.7,PF00900.15,PF01090.14,PF01157.13,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR00293,TIGR01012,TIGR03677,TIGR00458,TIGR00291,TIGR00064,TIGR03629,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR01038,TIGR01028,TIGR00037,TIGR02076,TIGR01025,TIGR00471,TIGR03674,TIGR00323,TIGR03683,TIGR00279,TIGR01052,TIGR00442,TIGR00398,TIGR00549,TIGR00408,TIGR00982,TIGR01952,TIGR00337,TIGR01018,TIGR00936,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR01008,TIGR00283,TIGR00425,TIGR03665	PF01015.13,PF13685.1,PF00410.14,PF01990.12,TIGR02338,TIGR00658	PF01282.14,PF01269.12,PF00466.15,PF04104.9,PF01798.13,PF01864.12,PF04019.7,PF02006.11,PF01191.14,TIGR03627,TIGR02258,TIGR00389,TIGR00490,TIGR03636,TIGR03722,TIGR00670,TIGR00021,TIGR03684,TIGR00729,TIGR00270,TIGR03628,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR00335,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR00134,TIGR02236,TIGR00491,TIGR03680,TIGR00392,TIGR00422,TIGR00308,TIGR00456,TIGR00432,TIGR00264,TIGR00324,TIGR03626,TIGR03670,TIGR01046,TIGR00463,TIGR00042,TIGR03673,TIGR00373,TIGR00405,TIGR00448
XS87_02_renamed	78	7	37	PF01868.11,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01866.12,PF01198.14,PF00687.16,PF01194.12,PF01200.13,PF13656.1,TIGR00468,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR00490,TIGR00291,TIGR00064,TIGR00021,TIGR01077,TIGR01080,TIGR00729,TIGR01038,TIGR01028,TIGR00521,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR03674,TIGR00323,TIGR00134,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR00936,TIGR03653,TIGR00042,TIGR02389,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR03665,TIGR00448	PF13685.1,PF02978.14,PF01496.14,TIGR00458,TIGR01213,TIGR02076,TIGR00408	PF01282.14,PF01655.13,PF01864.12,PF01990.12,PF01157.13,PF01191.14,PF03874.11,PF01280.15,TIGR01060,TIGR03627,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00670,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR00501,TIGR00270,TIGR03628,TIGR00240,TIGR00335,TIGR02651,TIGR02236,TIGR03683,TIGR00398,TIGR00456,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03673,TIGR00405
Nitrosopumilus_sp_D3C_renamed	107	5	10	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,PF01984.15,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR02389,TIGR03673
Nitrosopumilales_archaeon_strain_NPMR_NP_theta_1_renamed	105	7	10	PF01868.11,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01655.13,PF13685.1,PF01198.14,PF01496.14,TIGR00458,TIGR02338,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03684,TIGR00270,TIGR03683,TIGR02389,TIGR03673
Nitrosopumilus_koreensis_AR1_renamed	102	3	17	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,TIGR00458,TIGR00324	PF01282.14,PF01864.12,PF01157.13,TIGR03627,TIGR03636,TIGR03722,TIGR00064,TIGR03629,TIGR03684,TIGR00729,TIGR00270,TIGR00522,TIGR02236,TIGR00308,TIGR02389,TIGR03673,TIGR00373
SB_02_renamed	75	17	30	PF01868.11,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR03677,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR01077,TIGR01080,TIGR00501,TIGR00729,TIGR03628,TIGR01028,TIGR00240,TIGR02338,TIGR00335,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR00323,TIGR00491,TIGR00658,TIGR00422,TIGR00279,TIGR00442,TIGR00398,TIGR00456,TIGR00264,TIGR00982,TIGR03670,TIGR00337,TIGR01046,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR02389,TIGR00283,TIGR00425,TIGR00405,TIGR00448	PF01015.13,PF13685.1,TIGR00389,TIGR00458,TIGR01213,TIGR01038,TIGR00037,TIGR01025,TIGR00336,TIGR00134,TIGR03683,TIGR03680,TIGR00392,TIGR00408,TIGR00432,TIGR00324,TIGR01008	PF01282.14,PF01000.21,PF01864.12,PF01191.14,PF01194.12,TIGR03627,TIGR00490,TIGR03636,TIGR03722,TIGR00291,TIGR03629,TIGR00111,TIGR03684,TIGR00270,TIGR00521,TIGR03671,TIGR02390,TIGR02076,TIGR03674,TIGR02236,TIGR01052,TIGR00308,TIGR00549,TIGR01952,TIGR03626,TIGR01018,TIGR00307,TIGR03673,TIGR00373,TIGR03665
YK1312_12N_NP_theta_renamed	94	9	19	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR00490,TIGR00458,TIGR00291,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR01038,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR02153,TIGR02651,TIGR03674,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR00392,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,PF01990.12,PF01496.14,PF00687.16,TIGR00729,TIGR00522,TIGR00323,TIGR00264,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR00389,TIGR03677,TIGR03636,TIGR03722,TIGR00670,TIGR03684,TIGR00270,TIGR00521,TIGR02338,TIGR00037,TIGR00336,TIGR03680,TIGR00422,TIGR01018,TIGR02389,TIGR03673
Thaumarchaeota_archaeon_RBG_16_49_8_renamed	82	0	40	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF13685.1,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF01157.13,PF01191.14,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR03677,TIGR03636,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR00240,TIGR00037,TIGR01025,TIGR02153,TIGR02651,TIGR00134,TIGR00491,TIGR00658,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00398,TIGR00549,TIGR00408,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR00337,TIGR01018,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448		PF01864.12,PF02006.11,PF01866.12,PF01496.14,TIGR00468,TIGR01060,TIGR03627,TIGR02258,TIGR00490,TIGR03722,TIGR03629,TIGR00021,TIGR03672,TIGR03684,TIGR00501,TIGR01028,TIGR00521,TIGR03671,TIGR02390,TIGR02338,TIGR02076,TIGR00335,TIGR00471,TIGR00336,TIGR00522,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR03680,TIGR00392,TIGR00308,TIGR00456,TIGR00432,TIGR03670,TIGR01046,TIGR00463,TIGR02389,TIGR00307,TIGR03673
HM79_Bin_renamed	76	17	29	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00827.12,PF00466.15,PF01015.13,PF13685.1,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00064,TIGR00021,TIGR03672,TIGR01080,TIGR00729,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR00335,TIGR00336,TIGR02153,TIGR00323,TIGR00134,TIGR02236,TIGR00491,TIGR00422,TIGR00279,TIGR00442,TIGR00308,TIGR00456,TIGR00432,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR03665,TIGR00448	PF01000.21,PF01269.12,PF00410.14,PF01496.14,TIGR02258,TIGR00458,TIGR00670,TIGR01077,TIGR00501,TIGR01038,TIGR02076,TIGR01025,TIGR02651,TIGR00408,TIGR00264,TIGR00324,TIGR01018	PF00368.13,PF01864.12,PF01200.13,TIGR03627,TIGR01020,TIGR03636,TIGR03722,TIGR00291,TIGR03629,TIGR00111,TIGR03684,TIGR01213,TIGR00270,TIGR00471,TIGR00522,TIGR03674,TIGR03683,TIGR00658,TIGR03680,TIGR00392,TIGR01052,TIGR00398,TIGR00549,TIGR01046,TIGR03653,TIGR02389,TIGR03673,TIGR00425,TIGR00405
